"obs_n";"study_id";"study_name";"effect";"se";"t_stat";"est_agg_city";"est_agg_subregion";"est_agg_region";"est_agg_country";"est_agg_continent";"n_obs";"regressands";"reg_df";"study_size";"years_of_schooling";"years_of_experience";"schooling_years";"schooling_levels";"wage_log_hourly";"wage_log_daily";"wage_log_monthly";"wage_mean_annual_earnings";"data_type_micro";"data_type_survey";"data_type_national_register";"data_cross_section";"data_panel";"data_avgyear";"no_ed";"prim_ed";"sec_ed";"higher_ed";"wage_earners";"self_employed";"gender_male";"gender_female";"private_sector";"public_sector";"ethnicity_caucasian";"ethnicity_other";"sector_rural";"sector_urban";"country";"region_advanced_economies";"region_east_asia_and_pacific";"region_europe_and_central_asia";"region_latin_america_and_caribbean";"region_middle_east_and_north_africa";"region_south_asia";"region_sub_saharan_africa";"income_high";"income_middle";"income_low";"med_exp";"min_wage";"freedom_index";"mean_age";"method_ols";"method_cohort_fe";"method_2sls";"method_heckman";"method_probit";"method_IV";"ability_direct";"ability_proxy";"ability_uncontrolled";"ability_unmentioned";"instr_parents_ed";"instr_distance_to_school";"instr_other";"age_control";"age_sq_control";"exp_control";"exp_sq_control";"ethnicity_control";"health_control";"gender_control";"marriage_control";"occupation_control";"firm_char_control";"area_control";"macro_var_control";"impact_factor";"citations";"published";"unpublished";"pub_year";"X"
321;21;"Vivatsurakit & Vechbanyongratana (2020)";15.8;2.2;7.18181818181818;0;0;1;0;0;26255;12;26242;12;7.804;30.79;1;0;0;0;1;0;0;0;1;0;1;2013;"0.14000000000000001";"0.42";"0.33";"0.11";"1";"0";"0";"1";"1";"0";0;1;"0.375";"0.625";"Thailand";0;1;0;0;0;0;0;0;1;0;"2870";"291";0.514;44.594;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;1;0.013;3;1;0;41;"X"
322;22;"Qiu (2007)";4.2;0.862422997946612;4.87;0;0;1;0;0;1852;11;1840;24;8.02;23.77;1;0;0;0;1;0;0;1;0;0;1;1989;"0.21501220000000001";"0.34625300000000003";"0.30737340000000002";"0.13136140000000002";"1";"0";"0.55020000000000002";"0.44979999999999998";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"489";"12";0.2;37.79;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;3;0;1;28;"X"
323;22;"Qiu (2007)";2;0.778210116731518;2.57;0;0;1;0;0;1496;11;1484;24;9.14;23.86;1;0;0;0;1;0;0;1;0;0;1;1993;"0.21501220000000001";"0.34625300000000003";"0.30737340000000002";"0.13136140000000002";"1";"0";"0.54679999999999995";"0.45319999999999999";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"501";"30";0.255;39;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;3;0;1;28;"X"
324;22;"Qiu (2007)";4.2;0.65015479876161;6.46;0;0;1;0;0;1178;11;1166;24;9.79;21.84;1;0;0;0;1;0;0;1;0;0;1;1997;"8.9482000000000006E-2";"0.30738960000000004";"0.40731719999999999";"0.19581120000000007";"1";"0";"0.56369999999999998";"0.43630000000000002";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"644";"57";0.288;37.63;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;3;0;1;28;"X"
325;22;"Qiu (2007)";6.4;0.719910011248594;8.89;0;0;1;0;0;1063;12;1050;24;10.45;22.62;1;0;0;0;1;0;0;1;0;0;1;2000;"8.9482000000000006E-2";"0.30738960000000004";"0.40731719999999999";"0.19581120000000007";"1";"0";"0.57479999999999998";"0.42520000000000002";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"818";"95";0.294;39.05;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;3;0;1;28;"X"
326;22;"Qiu (2007)";3;1.2987012987013;2.31;0;0;1;0;0;810;5;804;24;8.02;23.77;1;0;0;0;1;0;0;1;0;0;1;1989;"0.31900000000000001";"0.33800000000000002";"0.24299999999999999";"9.9999999999999978E-2";"1";"0";"0";"1";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"489";"12";0.2;37.79;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
327;22;"Qiu (2007)";2.8;3.25581395348837;0.86;0;0;1;0;0;1351;10;1340;24;9.14;23.86;1;0;0;0;1;0;0;1;0;0;1;1993;"0.31900000000000001";"0.33800000000000002";"0.24299999999999999";"9.9999999999999978E-2";"1";"0";"0";"1";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"501";"30";0.255;39;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
328;22;"Qiu (2007)";1.8;0.895522388059702;2.01;0;0;1;0;0;648;5;642;24;9.79;21.84;1;0;0;0;1;0;0;1;0;0;1;1997;"0.13900000000000001";"0.33600000000000002";"0.36";"0.16500000000000004";"1";"0";"0";"1";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"644";"57";0.288;37.63;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
329;22;"Qiu (2007)";-0.3;3;-0.1;0;0;1;0;0;980;10;969;24;10.45;22.62;1;0;0;0;1;0;0;1;0;0;1;2000;"0.13900000000000001";"0.33600000000000002";"0.36";"0.16500000000000004";"1";"0";"0";"1";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"818";"95";0.294;39.05;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
330;22;"Qiu (2007)";4.6;1.07728337236534;4.27;0;0;1;0;0;514;5;508;24;8.02;23.77;1;0;0;0;1;0;0;1;0;0;1;1989;"0.31900000000000001";"0.33800000000000002";"0.24299999999999999";"9.9999999999999978E-2";"1";"0";"0";"1";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"489";"12";0.2;37.79;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
331;22;"Qiu (2007)";3.9;1.76470588235294;2.21;0;0;1;0;0;937;10;926;24;9.14;23.86;1;0;0;0;1;0;0;1;0;0;1;1993;"0.31900000000000001";"0.33800000000000002";"0.24299999999999999";"9.9999999999999978E-2";"1";"0";"0";"1";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"501";"30";0.255;39;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
332;22;"Qiu (2007)";5.1;1.27182044887781;4.01;0;0;1;0;0;452;5;446;24;9.79;21.84;1;0;0;0;1;0;0;1;0;0;1;1997;"0.13900000000000001";"0.33600000000000002";"0.36";"0.16500000000000004";"1";"0";"0";"1";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"644";"57";0.288;37.63;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
333;22;"Qiu (2007)";5.5;2.43362831858407;2.26;0;0;1;0;0;771;10;760;24;10.45;22.62;1;0;0;0;1;0;0;1;0;0;1;2000;"0.13900000000000001";"0.33600000000000002";"0.36";"0.16500000000000004";"1";"0";"0";"1";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"818";"95";0.294;39.05;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
334;22;"Qiu (2007)";2.4;1.11627906976744;2.15;0;0;1;0;0;1019;5;1013;24;8.02;23.77;1;0;0;0;1;0;0;1;0;0;1;1989;"0.13";"0.35299999999999998";"0.36";"0.15700000000000003";"1";"0";"1";"0";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"489";"12";0.2;37.79;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
335;22;"Qiu (2007)";-1.6;1.81818181818182;-0.88;0;0;1;0;0;1372;10;1361;24;9.14;23.86;1;0;0;0;1;0;0;1;0;0;1;1993;"0.13";"0.35299999999999998";"0.36";"0.15700000000000003";"1";"0";"1";"0";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"501";"30";0.255;39;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
336;22;"Qiu (2007)";0.7;1.04477611940298;0.67;0;0;1;0;0;818;5;812;24;9.79;21.84;1;0;0;0;1;0;0;1;0;0;1;1997;"4.9000000000000002E-2";"0.28399999999999997";"0.44600000000000001";"0.22100000000000009";"1";"0";"1";"0";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"644";"57";0.288;37.63;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
337;22;"Qiu (2007)";0.6;2.14285714285714;0.28;0;0;1;0;0;958;10;947;24;10.45;22.62;1;0;0;0;1;0;0;1;0;0;1;2000;"4.9000000000000002E-2";"0.28399999999999997";"0.44600000000000001";"0.22100000000000009";"1";"0";"1";"0";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"818";"95";0.294;39.05;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
338;22;"Qiu (2007)";2.9;0.855457227138643;3.39;0;0;1;0;0;664;5;658;24;8.02;23.77;1;0;0;0;1;0;0;1;0;0;1;1989;"0.13";"0.35299999999999998";"0.36";"0.15700000000000003";"1";"0";"1";"0";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"489";"12";0.2;37.79;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
339;22;"Qiu (2007)";3.9;1.42857142857143;2.73;0;0;1;0;0;1031;10;1020;24;9.14;23.86;1;0;0;0;1;0;0;1;0;0;1;1993;"0.13";"0.35299999999999998";"0.36";"0.15700000000000003";"1";"0";"1";"0";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"501";"30";0.255;39;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
340;22;"Qiu (2007)";5.2;1.05263157894737;4.94;0;0;1;0;0;611;5;605;24;9.79;21.84;1;0;0;0;1;0;0;1;0;0;1;1997;"4.9000000000000002E-2";"0.28399999999999997";"0.44600000000000001";"0.22100000000000009";"1";"0";"1";"0";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"644";"57";0.288;37.63;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
341;22;"Qiu (2007)";5.5;2.47747747747748;2.22;0;0;1;0;0;827;10;816;24;10.45;22.62;1;0;0;0;1;0;0;1;0;0;1;2000;"4.9000000000000002E-2";"0.28399999999999997";"0.44600000000000001";"0.22100000000000009";"1";"0";"1";"0";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"818";"95";0.294;39.05;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
342;22;"Qiu (2007)";2.2;0.54590570719603;4.03;0;0;1;0;0;5589;17;5571;24;9.16;23.17;1;0;0;0;1;0;0;1;0;0;1;1995;"0.15224710000000002";"0.32682130000000004";"0.35734529999999998";"0.16358630000000005";"1";"0";"0.55679999999999996";"0.44319999999999998";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"557";"41";0.268;38.32;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
343;22;"Qiu (2007)";2.7;0.546558704453441;4.94;0;0;1;0;0;5589;11;5577;24;9.16;23.17;1;0;0;0;1;0;0;1;0;0;1;1995;"0.15224710000000002";"0.32682130000000004";"0.35734529999999998";"0.16358630000000005";"1";"0";"0.55679999999999996";"0.44319999999999998";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"557";"41";0.268;38.32;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
344;22;"Qiu (2007)";4.6;1.10843373493976;4.15;0;0;1;0;0;5589;12;5576;24;9.16;23.17;1;0;0;0;1;0;0;1;0;0;1;1995;"0.15224710000000002";"0.32682130000000004";"0.35734529999999998";"0.16358630000000005";"1";"0";"0.55679999999999996";"0.44319999999999998";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"557";"41";0.268;38.32;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
345;22;"Qiu (2007)";1.2;1.57894736842105;0.76;0;0;1;0;0;5589;17;5571;24;9.16;23.17;1;0;0;0;1;0;0;1;0;0;1;1995;"0.15224710000000002";"0.32682130000000004";"0.35734529999999998";"0.16358630000000005";"1";"0";"0.55679999999999996";"0.44319999999999998";"8.5300000000000001E-2";"0.91469999999999996";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"557";"41";0.268;38.32;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;3;0;1;28;"X"
346;23;"Mphuka & Simumba (2012)";17.8;0.704;25.2840909090909;0;0;0;1;0;5109;5;5103;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0.17945";"0.59539999999999993";"0.18837499999999999";"3.7000000000000012E-2";"1";"0";NA;NA;NA;NA;0;1;NA;NA;"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;2;0;1;33;"X"
347;23;"Mphuka & Simumba (2012)";14.7;4.71;3.12101910828025;0;0;0;1;0;5109;5;5103;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0.17945";"0.59539999999999993";"0.18837499999999999";"3.7000000000000012E-2";"1";"0";NA;NA;NA;NA;0;1;NA;NA;"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;2;0;1;33;"X"
348;23;"Mphuka & Simumba (2012)";15.1;4.12;3.66504854368932;0;0;0;1;0;5109;5;5103;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0.17945";"0.59539999999999993";"0.18837499999999999";"3.7000000000000012E-2";"1";"0";NA;NA;NA;NA;0;1;NA;NA;"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;2;0;1;33;"X"
349;23;"Mphuka & Simumba (2012)";17.9;0.836;21.4114832535885;0;0;0;1;0;3510;4;3505;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0.17945";"0.59539999999999993";"0.18837499999999999";"3.7000000000000012E-2";"1";"0";"1";"0";NA;NA;0;1;NA;NA;"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;2;0;1;33;"X"
350;23;"Mphuka & Simumba (2012)";13;4.02;3.23383084577114;0;0;0;1;0;3510;4;3505;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0.17945";"0.59539999999999993";"0.18837499999999999";"3.7000000000000012E-2";"1";"0";"0";"1";NA;NA;0;1;NA;NA;"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;2;0;1;33;"X"
351;23;"Mphuka & Simumba (2012)";17.9;0.836;21.4114832535885;0;0;0;1;0;3510;4;3505;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0.17945";"0.59539999999999993";"0.18837499999999999";"3.7000000000000012E-2";"1";"0";"1";"0";NA;NA;0;1;NA;NA;"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;2;0;1;33;"X"
352;23;"Mphuka & Simumba (2012)";16.7;6.41;2.60530421216849;0;0;0;1;0;1599;4;1594;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0.17945";"0.59539999999999993";"0.18837499999999999";"3.7000000000000012E-2";"1";"0";"0";"1";NA;NA;0;1;NA;NA;"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;2;0;1;33;"X"
353;23;"Mphuka & Simumba (2012)";14.4;1.4;10.2857142857143;0;0;0;1;0;890;4;885;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0.17945";"0.59539999999999993";"0.18837499999999999";"3.7000000000000012E-2";"1";"0";NA;NA;NA;NA;0;1;"1";"0";"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;2;0;1;33;"X"
354;23;"Mphuka & Simumba (2012)";21.4;4.41;4.85260770975057;0;0;0;1;0;890;3;886;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0.17945";"0.59539999999999993";"0.18837499999999999";"3.7000000000000012E-2";"1";"0";NA;NA;NA;NA;0;1;"1";"0";"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;2;0;1;33;"X"
355;23;"Mphuka & Simumba (2012)";14.4;1.4;10.2857142857143;0;0;0;1;0;890;4;885;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0.17945";"0.59539999999999993";"0.18837499999999999";"3.7000000000000012E-2";"1";"0";NA;NA;NA;NA;0;1;"0";"1";"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;2;0;1;33;"X"
356;23;"Mphuka & Simumba (2012)";34.5;5.26;6.55893536121673;0;0;0;1;0;4219;3;4215;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0.17945";"0.59539999999999993";"0.18837499999999999";"3.7000000000000012E-2";"1";"0";NA;NA;NA;NA;0;1;"0";"1";"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;2;0;1;33;"X"
357;23;"Mphuka & Simumba (2012)";5.62;2.3;2.44347826086957;0;0;0;1;0;592;3;588;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0";"1";"0";"0";"1";"0";NA;NA;NA;NA;0;1;NA;NA;"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;2;0;1;33;"X"
358;23;"Mphuka & Simumba (2012)";4.6;8.37;0.549581839904421;0;0;0;1;0;798;3;794;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"1";"0";"0";"0";"1";"0";NA;NA;NA;NA;0;1;NA;NA;"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;2;0;1;33;"X"
359;23;"Mphuka & Simumba (2012)";15.5;4.87;3.18275154004107;0;0;0;1;0;1582;3;1578;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0";"0";"1";"0";"1";"0";NA;NA;NA;NA;0;1;NA;NA;"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;2;0;1;33;"X"
360;23;"Mphuka & Simumba (2012)";37.7;5.13;7.34892787524367;0;0;0;1;0;2137;3;2133;15;7.0203;19.4797;1;0;0;0;1;0;0;1;0;0;1;2010;"0";"0";"0";"1";"1";"0";NA;NA;NA;NA;0;1;NA;NA;"Zambia";0;0;0;0;0;0;1;0;1;0;NA;"67";0.722;32.5;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;2;0;1;33;"X"
361;24;"Aslam (2007)";7.2;0.5;14.4;0;0;1;0;0;11501;10;11490;32;5.666;20.492;1;0;0;0;1;0;0;1;0;1;0;2002;"0.44";"9.7000000000000003E-2";"0.35499999999999998";"0.10799999999999998";"0.57999999999999996";"0.42";"1";"0";NA;NA;0;1;"0.52700000000000002";"0.47299999999999998";"Pakistan";0;0;0;0;0;1;0;0;1;0;"787";"29";0.56;33.378;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;83;0;1;28;"X"
362;24;"Aslam (2007)";2.58306391409633;0.361207971528508;7.15118191651665;0;0;1;0;0;11501;17;11483;32;5;20.492;0;1;0;0;1;0;0;1;0;1;0;2002;"0.44";"9.7000000000000003E-2";"0.35499999999999998";"0.10799999999999998";"0.57999999999999996";"0.42";"1";"0";NA;NA;0;1;"0.52700000000000002";"0.47299999999999998";"Pakistan";0;0;0;0;0;1;0;0;1;0;"787";"29";0.56;33.378;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;83;0;1;28;"X"
363;24;"Aslam (2007)";3.04292871229714;0.2026808196544;15.0134024397857;0;0;1;0;0;11501;17;11483;32;8;20.492;0;1;0;0;1;0;0;1;0;1;0;2002;"0.44";"9.7000000000000003E-2";"0.35499999999999998";"0.10799999999999998";"0.57999999999999996";"0.42";"1";"0";NA;NA;0;1;"0.52700000000000002";"0.47299999999999998";"Pakistan";0;0;0;0;0;1;0;0;1;0;"787";"29";0.56;33.378;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;83;0;1;28;"X"
364;24;"Aslam (2007)";4.37164680988504;0.136077766375339;32.1260917659896;0;0;1;0;0;11501;17;11483;32;10;20.492;0;1;0;0;1;0;0;1;0;1;0;2002;"0.44";"9.7000000000000003E-2";"0.35499999999999998";"0.10799999999999998";"0.57999999999999996";"0.42";"1";"0";NA;NA;0;1;"0.52700000000000002";"0.47299999999999998";"Pakistan";0;0;0;0;0;1;0;0;1;0;"787";"29";0.56;33.378;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;83;0;1;28;"X"
365;24;"Aslam (2007)";4.83359812259616;0.148742335588247;32.4964516892937;0;0;1;0;0;11501;17;11483;32;12;20.492;0;1;0;0;1;0;0;1;0;1;0;2002;"0.44";"9.7000000000000003E-2";"0.35499999999999998";"0.10799999999999998";"0.57999999999999996";"0.42";"1";"0";NA;NA;0;1;"0.52700000000000002";"0.47299999999999998";"Pakistan";0;0;0;0;0;1;0;0;1;0;"787";"29";0.56;33.378;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;83;0;1;28;"X"
366;24;"Aslam (2007)";5.33417797648539;0.109041592108163;48.9187462632992;0;0;1;0;0;11501;17;11483;32;14;20.492;0;1;0;0;1;0;0;1;0;1;0;2002;"0.44";"9.7000000000000003E-2";"0.35499999999999998";"0.10799999999999998";"0.57999999999999996";"0.42";"1";"0";NA;NA;0;1;"0.52700000000000002";"0.47299999999999998";"Pakistan";0;0;0;0;0;1;0;0;1;0;"787";"29";0.56;33.378;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;83;0;1;28;"X"
367;24;"Aslam (2007)";5.54392045672263;0.0834647198888043;66.4223214803633;0;0;1;0;0;11501;17;11483;32;16;20.492;0;1;0;0;1;0;0;1;0;1;0;2002;"0.44";"9.7000000000000003E-2";"0.35499999999999998";"0.10799999999999998";"0.57999999999999996";"0.42";"1";"0";NA;NA;0;1;"0.52700000000000002";"0.47299999999999998";"Pakistan";0;0;0;0;0;1;0;0;1;0;"787";"29";0.56;33.378;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;83;0;1;28;"X"
368;24;"Aslam (2007)";16.6;1;16.6;0;0;1;0;0;2018;10;2007;32;4.326;20.097;1;0;0;0;1;0;0;1;0;1;0;2002;"0.58099999999999996";"9.0999999999999998E-2";"0.20100000000000001";"0.127";"0.16";"0.84";"0";"1";NA;NA;0;1;"0.499";"0.501";"Pakistan";0;0;0;0;0;1;0;0;1;0;"787";"29";0.56;32.452;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;83;0;1;28;"X"
369;24;"Aslam (2007)";6.05972657650637;2.05480841355378;2.94904699461792;0;0;1;0;0;2018;17;2000;32;5;20.097;0;1;0;0;1;0;0;1;0;1;0;2002;"0.58099999999999996";"9.0999999999999998E-2";"0.20100000000000001";"0.127";"0.16";"0.84";"0";"1";NA;NA;0;1;"0.499";"0.501";"Pakistan";0;0;0;0;0;1;0;0;1;0;"787";"29";0.56;32.452;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;83;0;1;28;"X"
370;24;"Aslam (2007)";8.7618499403884;0.972079864125024;9.01350831731815;0;0;1;0;0;2018;17;2000;32;8;20.097;0;1;0;0;1;0;0;1;0;1;0;2002;"0.58099999999999996";"9.0999999999999998E-2";"0.20100000000000001";"0.127";"0.16";"0.84";"0";"1";NA;NA;0;1;"0.499";"0.501";"Pakistan";0;0;0;0;0;1;0;0;1;0;"787";"29";0.56;32.452;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;83;0;1;28;"X"
