"obs_n";"study_id";"study_name";"effect";"se";"t_stat";"est_agg_city";"est_agg_subregion";"est_agg_region";"est_agg_country";"est_agg_continent";"n_obs";"regressands";"reg_df";"study_size";"years_of_schooling";"years_of_experience";"schooling_years";"schooling_levels";"wage_log_hourly";"wage_log_daily";"wage_log_monthly";"wage_mean_annual_earnings";"data_type_micro";"data_type_survey";"data_type_national_register";"data_cross_section";"data_panel";"data_avgyear";"no_ed";"prim_ed";"sec_ed";"higher_ed";"wage_earners";"self_employed";"gender_male";"gender_female";"private_sector";"public_sector";"ethnicity_caucasian";"ethnicity_other";"sector_rural";"sector_urban";"country";"region_advanced_economies";"region_east_asia_and_pacific";"region_europe_and_central_asia";"region_latin_america_and_caribbean";"region_middle_east_and_north_africa";"region_south_asia";"region_sub_saharan_africa";"income_high";"income_middle";"income_low";"med_exp";"min_wage";"freedom_index";"mean_age";"method_ols";"method_cohort_fe";"method_2sls";"method_heckman";"method_probit";"method_IV";"ability_direct";"ability_proxy";"ability_uncontrolled";"ability_unmentioned";"instr_parents_ed";"instr_distance_to_school";"instr_other";"age_control";"age_sq_control";"exp_control";"exp_sq_control";"ethnicity_control";"health_control";"gender_control";"marriage_control";"occupation_control";"firm_char_control";"area_control";"macro_var_control";"impact_factor";"citations";"published";"unpublished";"pub_year";"X"
894;61;"Zhu (2012)";10.14;0.27;37.5555555555556;0;1;0;0;0;9492;5;9486;12;11.515;22.735;1;0;1;0;0;0;0;1;0;0;1;2002;NA;NA;NA;NA;"1";"0";"0.55420000000000003";"0.44579999999999997";NA;NA;0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;40.25;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;33;"X"
895;61;"Zhu (2012)";9.32;0.32;29.125;0;1;0;0;0;5261;5;5255;12;11.57;24.15;1;0;1;0;0;0;0;1;0;0;1;2002;NA;NA;NA;NA;"1";"0";"0.55420000000000003";"0.44579999999999997";NA;NA;0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;41.72;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;33;"X"
896;61;"Zhu (2012)";11.15;0.35;31.8571428571429;0;1;0;0;0;4231;5;4225;12;11.46;21.32;1;0;1;0;0;0;0;1;0;0;1;2002;NA;NA;NA;NA;"1";"0";"0.55420000000000003";"0.44579999999999997";NA;NA;0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;38.78;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;33;"X"
897;62;"Bergman & Schöön (2018)";4.268;0.5008;8.5223642172524;0;0;0;1;0;874;2;871;20;12.16;23.74;1;0;1;0;0;0;0;1;0;0;1;1997;"0.05";"0.109";"0.65";"0.191";NA;NA;"0.5";"0.5";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"16471";"1190";0.951;43.52;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
898;62;"Bergman & Schöön (2018)";4.077;0.4496;9.06806049822064;0;0;0;1;0;947;2;944;20;12.49;24.01;1;0;1;0;0;0;0;1;0;0;1;2005;"0.05";"0.109";"0.65";"0.191";NA;NA;"0.49";"0.51";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"20349";"1351";0.951;44.02;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
899;62;"Bergman & Schöön (2018)";3.968;0.5999;6.61443573928988;0;0;0;1;0;684;2;681;20;14.19;26.43;1;0;1;0;0;0;0;1;0;0;1;2015;"0.05";"0.109";"0.65";"0.191";NA;NA;"0.53";"0.47";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"23733";"1419";0.951;46.7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
900;62;"Bergman & Schöön (2018)";4.808;0.2272;21.1619718309859;0;0;0;1;0;2518;2;2515;20;12.84;25.3;1;0;1;0;0;0;0;1;0;0;1;2006;"0.05";"0.109";"0.65";"0.191";NA;NA;"0.5";"0.5";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"20841";"1400";0.951;44.55;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
901;62;"Bergman & Schöön (2018)";2.999;0.6578;4.55913651565825;0;0;0;1;0;859;3;855;20;12.16;23.74;1;0;1;0;0;0;0;1;0;0;1;1997;"0.05";"0.109";"0.65";"0.191";NA;NA;"0.5";"0.5";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"16471";"1190";0.951;43.52;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
902;62;"Bergman & Schöön (2018)";2.415;0.5829;4.14307771487391;0;0;0;1;0;942;3;938;20;12.49;24.01;1;0;1;0;0;0;0;1;0;0;1;2005;"0.05";"0.109";"0.65";"0.191";NA;NA;"0.49";"0.51";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"20349";"1351";0.951;44.02;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
903;62;"Bergman & Schöön (2018)";1.556;0.74;2.1027027027027;0;0;0;1;0;683;3;679;20;14.19;26.43;1;0;1;0;0;0;0;1;0;0;1;2015;"0.05";"0.109";"0.65";"0.191";NA;NA;"0.53";"0.47";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"23733";"1419";0.951;46.7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
904;62;"Bergman & Schöön (2018)";3.357;0.2538;13.2269503546099;0;0;0;1;0;2518;3;2514;20;12.84;25.3;1;0;1;0;0;0;0;1;0;0;1;2006;"0.05";"0.109";"0.65";"0.191";NA;NA;"0.5";"0.5";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"20841";"1400";0.951;44.55;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
905;62;"Bergman & Schöön (2018)";4.429;0.4951;8.94566754191073;0;0;0;1;0;874;2;871;20;12.16;23.74;1;0;1;0;0;0;0;1;0;0;1;1997;"0.05";"0.109";"0.65";"0.191";NA;NA;"0.5";"0.5";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"16471";"1190";0.951;43.52;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;39;"X"
906;62;"Bergman & Schöön (2018)";4.189;0.4429;9.45811695642357;0;0;0;1;0;947;2;944;20;12.49;24.01;1;0;1;0;0;0;0;1;0;0;1;2005;"0.05";"0.109";"0.65";"0.191";NA;NA;"0.49";"0.51";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"20349";"1351";0.951;44.02;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;39;"X"
907;62;"Bergman & Schöön (2018)";4.045;0.5999;6.74279046507751;0;0;0;1;0;648;2;645;20;14.19;26.43;1;0;1;0;0;0;0;1;0;0;1;2015;"0.05";"0.109";"0.65";"0.191";NA;NA;"0.53";"0.47";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"23733";"1419";0.951;46.7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;39;"X"
908;62;"Bergman & Schöön (2018)";4.869;0.226;21.5442477876106;0;0;0;1;0;2518;2;2515;20;12.84;25.3;1;0;1;0;0;0;0;1;0;0;1;2006;"0.05";"0.109";"0.65";"0.191";NA;NA;"0.5";"0.5";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"20841";"1400";0.951;44.55;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;39;"X"
909;62;"Bergman & Schöön (2018)";2.434;0.9199;2.64593977606262;0;0;0;1;0;426;1;424;20;12.16;23.74;1;0;1;0;0;0;0;1;0;0;1;1997;"0.05";"0.109";"0.65";"0.191";NA;NA;"0";"1";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"16471";"1190";0.951;43.52;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
910;62;"Bergman & Schöön (2018)";1.578;0.7425;2.12525252525253;0;0;0;1;0;464;1;462;20;12.49;24.01;1;0;1;0;0;0;0;1;0;0;1;2005;"0.05";"0.109";"0.65";"0.191";NA;NA;"0";"1";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"20349";"1351";0.951;44.02;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
911;62;"Bergman & Schöön (2018)";1.888;1.0251;1.84177153448444;0;0;0;1;0;361;1;359;20;14.19;26.43;1;0;1;0;0;0;0;1;0;0;1;2015;"0.05";"0.109";"0.65";"0.191";NA;NA;"0";"1";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"23733";"1419";0.951;46.7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
912;62;"Bergman & Schöön (2018)";3.414;0.5721;5.9674882013634;0;0;0;1;0;1251;1;1249;20;12.84;25.3;1;0;1;0;0;0;0;1;0;0;1;2006;"0.05";"0.109";"0.65";"0.191";NA;NA;"0";"1";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"20841";"1400";0.951;44.55;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
913;62;"Bergman & Schöön (2018)";3.411;0.9361;3.64384146992843;0;0;0;1;0;433;1;431;20;12.16;23.74;1;0;1;0;0;0;0;1;0;0;1;1997;"0.05";"0.109";"0.65";"0.191";NA;NA;"1";"0";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"16471";"1190";0.951;43.52;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
914;62;"Bergman & Schöön (2018)";2.882;0.874;3.2974828375286;0;0;0;1;0;478;1;476;20;12.49;24.01;1;0;1;0;0;0;0;1;0;0;1;2005;"0.05";"0.109";"0.65";"0.191";NA;NA;"1";"0";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"20349";"1351";0.951;44.02;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
915;62;"Bergman & Schöön (2018)";1.294;1.0887;1.18857352806099;0;0;0;1;0;322;1;320;20;14.19;26.43;1;0;1;0;0;0;0;1;0;0;1;2015;"0.05";"0.109";"0.65";"0.191";NA;NA;"1";"0";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"23733";"1419";0.951;46.7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
916;62;"Bergman & Schöön (2018)";3.574;0.5957;5.99966426053383;0;0;0;1;0;1233;1;1231;20;12.84;25.3;1;0;1;0;0;0;0;1;0;0;1;2006;"0.05";"0.109";"0.65";"0.191";NA;NA;"1";"0";"0.72";"0.28000000000000003";1;0;NA;NA;"Sweden";1;0;0;0;0;0;0;1;0;0;"20841";"1400";0.951;44.55;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;39;"X"
917;63;"Guifu & Hamori (2009)";8.06;0.510708401976936;15.782;0;0;1;0;0;1650;7;1642;8;11.5358;23.8369;1;0;1;0;0;0;1;0;0;1;0;2005;"2.4850000000000011E-2";"2.4850000000000011E-2";"0.68359999999999999";"0.26669999999999999";"1";"0";"1";"0";NA;NA;0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1178";"148";0.295;41.3727;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0.171;120;1;0;30;"X"
918;63;"Guifu & Hamori (2009)";7.67;0.681299354231251;11.2579;0;0;1;0;0;1155;7;1147;8;12.168;19.716;1;0;1;0;0;0;1;0;0;1;0;2005;"2.4600000000000011E-2";"2.4600000000000011E-2";"0.60699999999999998";"0.34379999999999999";"1";"0";"0";"1";NA;NA;0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1178";"148";0.295;37.884;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0.171;120;1;0;30;"X"
919;63;"Guifu & Hamori (2009)";8.02;0.533688238229912;15.0275;0;0;1;0;0;1450;7;1442;8;11.4421;26.0227;1;0;1;0;0;0;1;0;0;1;0;2005;"2.4850000000000011E-2";"2.4850000000000011E-2";"0.68359999999999999";"0.26669999999999999";"1";"0";"1";"0";NA;NA;0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1178";"148";0.295;43.4648;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0.171;120;1;0;30;"X"
920;63;"Guifu & Hamori (2009)";12.61;1.0845912355395;11.6265;0;0;1;0;0;1450;7;1442;8;11.4421;26.0227;1;0;1;0;0;0;1;0;0;1;0;2005;"2.4850000000000011E-2";"2.4850000000000011E-2";"0.68359999999999999";"0.26669999999999999";"1";"0";"1";"0";NA;NA;0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1178";"148";0.295;43.4648;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0.171;120;1;0;30;"X"
921;63;"Guifu & Hamori (2009)";7.89;0.750470827705595;10.5134;0;0;1;0;0;1015;7;1007;8;12.0837;21.4523;1;0;1;0;0;0;1;0;0;1;0;2005;"2.4600000000000011E-2";"2.4600000000000011E-2";"0.60699999999999998";"0.34379999999999999";"1";"0";"0";"1";NA;NA;0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1178";"148";0.295;39.536;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0.171;120;1;0;30;"X"
922;63;"Guifu & Hamori (2009)";14.47;1.78827425972614;8.0916;0;0;1;0;0;1015;7;1007;8;12.0837;21.4523;1;0;1;0;0;0;1;0;0;1;0;2005;"2.4600000000000011E-2";"2.4600000000000011E-2";"0.60699999999999998";"0.34379999999999999";"1";"0";"0";"1";NA;NA;0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1178";"148";0.295;39.536;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0.171;120;1;0;30;"X"
923;63;"Guifu & Hamori (2009)";7.89;0.750470827705595;10.5134;0;0;1;0;0;1015;7;1007;8;12.0837;21.4523;1;0;1;0;0;0;1;0;0;1;0;2005;"2.4600000000000011E-2";"2.4600000000000011E-2";"0.60699999999999998";"0.34379999999999999";"1";"0";"0";"1";NA;NA;0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1178";"148";0.295;39.536;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0.171;120;1;0;30;"X"
924;63;"Guifu & Hamori (2009)";21.5;4.43408678435902;4.8488;0;0;1;0;0;1015;7;1007;8;12.0837;21.4523;1;0;1;0;0;0;1;0;0;1;0;2005;"2.4600000000000011E-2";"2.4600000000000011E-2";"0.60699999999999998";"0.34379999999999999";"1";"0";"0";"1";NA;NA;0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1178";"148";0.295;39.536;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0.171;120;1;0;30;"X"
925;64;"Mishra & Smyth (2014)";7.3;0.74940971152859;9.741;1;0;0;0;0;684;10;673;12;11.35;16.49;1;0;1;0;0;0;0;0;1;1;0;2007;"5.0000000000000001E-3";"1.7000000000000001E-2";"0.64500000000000002";"0.33300000000000002";"1";"0";"1";"0";"0.59799999999999998";"0.40200000000000002";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1462";"176";0.293;33.84;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;1;0.298;4;1;0;35;"X"
926;64;"Mishra & Smyth (2014)";7.4;0.787485367670533;9.397;1;0;0;0;0;628;15;612;12;11.35;16.49;1;0;1;0;0;0;0;0;1;1;0;2007;"5.0000000000000001E-3";"1.7000000000000001E-2";"0.64500000000000002";"0.33300000000000002";"1";"0";"0";"1";"0.59799999999999998";"0.40200000000000002";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1462";"176";0.293;33.84;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;0.298;4;1;0;35;"X"
927;64;"Mishra & Smyth (2014)";7.4;0.797156091780674;9.283;1;0;0;0;0;628;18;609;12;11.35;16.49;1;0;1;0;0;0;0;0;1;1;0;2007;"5.0000000000000001E-3";"1.7000000000000001E-2";"0.64500000000000002";"0.33300000000000002";"1";"0";"1";"0";"0.59799999999999998";"0.40200000000000002";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1462";"176";0.293;33.84;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;0.298;4;1;0;35;"X"
928;64;"Mishra & Smyth (2014)";6.9;0.786952554744526;8.768;1;0;0;0;0;628;22;605;12;11.35;16.49;1;0;1;0;0;0;0;0;1;1;0;2007;"5.0000000000000001E-3";"1.7000000000000001E-2";"0.64500000000000002";"0.33300000000000002";"1";"0";"0";"1";"0.59799999999999998";"0.40200000000000002";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1462";"176";0.293;33.84;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;0.298;4;1;0;35;"X"
929;64;"Mishra & Smyth (2014)";6.4;1.0718472617652;5.971;1;0;0;0;0;422;10;411;12;11.35;16.49;1;0;1;0;0;0;0;0;1;1;0;2007;"5.0000000000000001E-3";"1.7000000000000001E-2";"0.64500000000000002";"0.33300000000000002";"1";"0";"1";"0";"0.59799999999999998";"0.40200000000000002";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1462";"176";0.293;33.84;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;1;0.298;4;1;0;35;"X"
930;64;"Mishra & Smyth (2014)";8.52;1.05602379771939;8.068;1;0;0;0;0;362;10;351;12;11.35;16.49;1;0;1;0;0;0;0;0;1;1;0;2007;"5.0000000000000001E-3";"1.7000000000000001E-2";"0.64500000000000002";"0.33300000000000002";"1";"0";"0";"1";"0.59799999999999998";"0.40200000000000002";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1462";"176";0.293;33.84;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;1;0.298;4;1;0;35;"X"
931;64;"Mishra & Smyth (2014)";6.66;1.13885088919289;5.848;1;0;0;0;0;422;15;406;12;11.35;16.49;1;0;1;0;0;0;0;0;1;1;0;2007;"5.0000000000000001E-3";"1.7000000000000001E-2";"0.64500000000000002";"0.33300000000000002";"1";"0";"1";"0";"0.59799999999999998";"0.40200000000000002";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1462";"176";0.293;33.84;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;0.298;4;1;0;35;"X"
932;64;"Mishra & Smyth (2014)";9.08;1.11671381133932;8.131;1;0;0;0;0;362;15;346;12;11.35;16.49;1;0;1;0;0;0;0;0;1;1;0;2007;"5.0000000000000001E-3";"1.7000000000000001E-2";"0.64500000000000002";"0.33300000000000002";"1";"0";"0";"1";"0.59799999999999998";"0.40200000000000002";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1462";"176";0.293;33.84;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;0.298;4;1;0;35;"X"
933;64;"Mishra & Smyth (2014)";6.67;1.15758417216244;5.762;1;0;0;0;0;422;18;403;12;11.35;16.49;1;0;1;0;0;0;0;0;1;1;0;2007;"5.0000000000000001E-3";"1.7000000000000001E-2";"0.64500000000000002";"0.33300000000000002";"1";"0";"1";"0";"0.59799999999999998";"0.40200000000000002";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1462";"176";0.293;33.84;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;0.298;4;1;0;35;"X"
934;64;"Mishra & Smyth (2014)";9.07;1.12113720642769;8.09;1;0;0;0;0;362;18;343;12;11.35;16.49;1;0;1;0;0;0;0;0;1;1;0;2007;"5.0000000000000001E-3";"1.7000000000000001E-2";"0.64500000000000002";"0.33300000000000002";"1";"0";"0";"1";"0.59799999999999998";"0.40200000000000002";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1462";"176";0.293;33.84;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;0.298;4;1;0;35;"X"
935;64;"Mishra & Smyth (2014)";6.61;1.1598526057203;5.699;1;0;0;0;0;422;22;399;12;11.35;16.49;1;0;1;0;0;0;0;0;1;1;0;2007;"5.0000000000000001E-3";"1.7000000000000001E-2";"0.64500000000000002";"0.33300000000000002";"1";"0";"1";"0";"0.59799999999999998";"0.40200000000000002";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1462";"176";0.293;33.84;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;0.298;4;1;0;35;"X"
936;64;"Mishra & Smyth (2014)";8.76;1.15460656385923;7.587;1;0;0;0;0;362;22;339;12;11.35;16.49;1;0;1;0;0;0;0;0;1;1;0;2007;"5.0000000000000001E-3";"1.7000000000000001E-2";"0.64500000000000002";"0.33300000000000002";"1";"0";"0";"1";"0.59799999999999998";"0.40200000000000002";0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"1462";"176";0.293;33.84;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;0.298;4;1;0;35;"X"
937;65;"Van Praag et al. (2013)";9.44;0.98;9.63265306122449;0;0;0;1;0;4083;2;4080;24;13.131;9.149;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0.93799999999999994";"6.2E-2";"0.52400000000000002";"0.47599999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.28;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.196;166;1;0;34;"X"
938;65;"Van Praag et al. (2013)";8.1;0.22;36.8181818181818;0;0;0;1;0;62130;2;62127;24;13.155;11.055;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0";"1";"0.63300000000000001";"0.36699999999999999";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;30.21;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.196;166;1;0;34;"X"
939;65;"Van Praag et al. (2013)";8.16;0.21;38.8571428571429;0;0;0;1;0;66213;2;66210;24;13.153;8.997;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"1";"0";"0.51700000000000002";"0.48299999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.15;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.196;166;1;0;34;"X"
940;65;"Van Praag et al. (2013)";9.26;0.95;9.74736842105263;0;0;0;1;0;4083;2;4080;24;13.131;9.149;1;0;1;0;0;0;0;1;0;0;1;1981;NA;NA;NA;NA;"0.93799999999999994";"6.2E-2";"0.52400000000000002";"0.47599999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.28;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.196;166;1;0;34;"X"
941;65;"Van Praag et al. (2013)";8.08;0.2;40.4;0;0;0;1;0;62130;2;62127;24;13.155;11.055;1;0;1;0;0;0;0;1;0;0;1;1981;NA;NA;NA;NA;"0";"1";"0.63300000000000001";"0.36699999999999999";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;30.21;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.196;166;1;0;34;"X"
942;65;"Van Praag et al. (2013)";8.12;0.2;40.6;0;0;0;1;0;66213;2;66210;24;13.153;8.997;1;0;1;0;0;0;0;1;0;0;1;1981;NA;NA;NA;NA;"1";"0";"0.51700000000000002";"0.48299999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.15;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.196;166;1;0;34;"X"
943;65;"Van Praag et al. (2013)";6.44;1.19;5.41176470588235;0;0;0;1;0;3275;18;3256;24;13.131;9.149;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0.93799999999999994";"6.2E-2";"0.52400000000000002";"0.47599999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.28;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
944;65;"Van Praag et al. (2013)";5.44;0.27;20.1481481481481;0;0;0;1;0;49423;18;49404;24;13.155;11.055;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0";"1";"0.63300000000000001";"0.36699999999999999";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;30.21;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
